APN,PROJECT NUMBER,NAME,DEVELOPMENT STAGE,CONSTRUCTION TYPE,SITE ADDRESS,SITE  COUNCIL DISTRICT,SITE #,SITE COMMUNITY,SITE UNITS,PROJECT TOTAL UNITS,HOUSING TYPE,SUPPORTIVE HOUSING,SH UNITS PER SITE,DATE FUNDED,LAHD FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,IN-SERVICE DATE,DEVELOPER,MANAGEMENT COMPANY,CONTACT PHONE,PHOTO,JOBS,PROJECT SUMMARY URL,CONTRACT NUMBERS,DATE STAMP,SITE LONGITUDE,SITE LATITUDE,GPS_COORDS ON MAP
2327017034,115,COLONIA CORONA APTS,In-Service,NEW CONSTRUCTION,"13044 W SHERMAN WAY  North Hollywood, CA 91605",2,1,VALLEY GLEN,100,100,FAMILY,No,0,04/04/2003,"10,527,004","5,835,087","2,918,726","19,280,817",2005,"HERMANDAD LA ECONOMICS AND COMMUNITY DEV CORP,","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/000115/Photo/Website/CD%202%20-%20Colonia%20Corona.JPG),146,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=000115&LutSiteCD=1),"C-100419,C-104526",7/5/2023,-118.4173,34.20103,POINT (-118.4173 34.20103)
5188005031,11-117205,THE WHITTIER,In-Service,NEW CONSTRUCTION,"3555 E WHITTIER BLVD 1-60  Los Angeles, CA 90023",14,1,BOYLE HEIGHTS,60,60,FAMILY,No,0,06/12/2012,"4,907,400","19,070,042",0,"23,977,442",2013,"RETIREMENT HOUSING FOUNDATION,","FOUNDATION PROPERTY MANAGEMENT, INC.",(562) 257-5120,click here (http://hcidapp.lacity.org/mpphotos/11-117205/Photo/Website/thewhittier4814_009.png),189,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-117205&LutSiteCD=1),C-120507,7/5/2023,-118.19678,34.02612,POINT (-118.19678 34.02612)
5174018900,19-125936,LA GUADALUPE (FKA FIRST AND BOYLE),Development,NEW CONSTRUCTION,"100 S BOYLE AVE  Los Angeles, CA 90033",14,1,WHOLESALE DISTRICT,44,44,SPECIAL NEEDS,Yes,43,10/27/2021,"8,982,843",0,0,"8,982,843",Development,Azure Development Inc.,"MANY MANSIONS, A CALIFORNIA NONPROFIT CORPORATION",(805) 496-4948,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),246,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125936&LutSiteCD=1),C-139227,7/5/2023,-118.21965,34.04703,POINT (-118.21965 34.04703)
5154029017,19-126530,THE LAKE HOUSE (FKA WESTLAKE HOUSING),Development,NEW CONSTRUCTION,"437 S WESTLAKE AVE  Los Angeles, CA 90057",1,1,WESTLAKE,32,63,SPECIAL NEEDS,Yes,31,06/09/2021,"6,510,000","31,819,953",0,"38,329,953",Development,Community Development Partners,FPI MANAGEMENT,(916) 850-4402,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),316,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126530&LutSiteCD=1),C-138417,7/5/2023,-118.27373,34.05998,POINT (-118.27373 34.05998)
5183023005,13-119072,HOLLENBECK TERRACE (LINDA VISTA II),In-Service,BOTH REHAB AND NEW CONSTRUCTION,610 S ST LOUIS ST CA 90023,14,1,BOYLE HEIGHTS,97,97,SENIORS,Yes,24,07/30/2013,"13,635,675","20,513,952",0,"34,149,627",2015,"AMCAL Multi-Housing, Inc.","FPI MANAGEMENT, INC",(916) 850-4465,click here (http://hcidapp.lacity.org/mpphotos/13-119072/Photo/Website/150_1603.png),295,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119072&LutSiteCD=1),C-122710,7/5/2023,-118.21749,34.03862,POINT (-118.21749 34.03862)
6065010046,05-117193,LEEWARD APTS. (SITE 12),In-Service,REHAB,"10634 S CENTRAL AVE  Los Angeles, CA 90002",15,12,WATTS,0,257,FAMILY,No,0,05/02/2005,0,"7,103,994","10,208,936","17,312,930",2006,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117193&LutSiteCD=12),,7/5/2023,-118.25394,33.93947,POINT (-118.25394 33.93947)
5142002904,80006,MACARTHUR PARK METRO APTS-PHASE A,In-Service,NEW CONSTRUCTION,"681 S BONNIE BRAE ST  Los Angeles, CA 90057",1,1,WESTLAKE,90,90,FAMILY,No,0,03/23/2010,"10,935,748","14,269,866","2,450,000","27,655,614",2012,McCormack Baron Salazar,"MCCORMACK BARON RAGAN MANAGEMENT SERVICES, INC.",(314) 421-1160,click here (http://hcidapp.lacity.org/mpphotos/080006/Photo/Website/macparkmetro1901_7th_7213019%20[2].png),312,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080006&LutSiteCD=1),C-117035,7/5/2023,-118.27507,34.05652,POINT (-118.27507 34.05652)
2216002058,12-119044,HAZELTINE & WYANDOTTE,In-Service,ACQUISITION + REHAB,"7250 N HAZELTINE AVE  VAN NUYS, CA 91405",2,1,VALLEY GLEN,35,108,FAMILY,No,0,12/02/2013,0,"8,271,924","10,381,000","18,652,924",2014,"INSITE DEVELOPMENT, LLC",IRONWOOD COMPANY,(818) 789-5550,click here (http://hcidapp.lacity.org/mpphotos/12-119044/Photo/Website/150_1637.png),41,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-119044&LutSiteCD=1),,7/5/2023,-118.43982,34.20292,POINT (-118.43982 34.20292)
2558034032,12-118770,DAY STREET APARTMENTS,In-Service,NEW CONSTRUCTION,"7647 W DAY ST 1-3  Tujunga, CA 91042",7,1,TUJUNGA,46,46,SPECIAL NEEDS,Yes,45,01/30/2013,"1,745,082","12,860,088",0,"14,605,170",2014,"LA FAMILY HOUSING CORP.,",JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/12-118770/Photo/Website/Day%20Street.png),121,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118770&LutSiteCD=1),C-121727,7/5/2023,-118.29973,34.25468,POINT (-118.29973 34.25468)
5183001048,09-117211,LAS MARGARITAS (SITE 3),In-Service,BOTH REHAB AND NEW CONSTRUCTION,"319 N CUMMINGS ST  Los Angeles, CA 90033",14,3,BOYLE HEIGHTS,0,42,FAMILY,No,0,05/13/2010,"559,761","14,135,658",0,"14,695,419",2012,East L.A. Community Corporation,THE JOHN STEWART COMPANY,(213) 878-2716,click here (http://hcidapp.lacity.org/mpphotos/09-117211/Photo/Website%20Site3/Las%20Margaritas%20319%20Cummings.JPG),121,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=09-117211&LutSiteCD=3),C-117254,7/5/2023,-118.2138,34.04789,POINT (-118.2138 34.04789)
5147029048,18-124761,LAMP LODGE,In-Service,NEW CONSTRUCTION,"660 S STANFORD AVE  Los Angeles, CA 90021",14,1,WHOLESALE DISTRICT,82,82,SPECIAL NEEDS,Yes,81,12/16/2019,"4,070,740","38,017,042",0,"42,087,782",2022,Meta Housing Corporation,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),426,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124761&LutSiteCD=1),C-134683,7/5/2023,-118.24399,34.03924,POINT (-118.24399 34.03924)
5148025025,10315,YANKEE HOTEL,In-Service,REHAB,"501 E 7TH ST  Los Angeles, CA 90014",14,1,WHOLESALE DISTRICT,80,80,SPECIAL NEEDS,Yes,79,12/15/2003,"2,019,320","8,432,786",0,"10,452,106",2005,Single Room Occupancy Housing  Corp. (SRO),SRO HOUSING CORPORATION,(213) 229-9641,click here (http://hcidapp.lacity.org/mpphotos/010315/Photo/Website/CD%209%20-%20The%20Yankee%20Hotel.jpg),75,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=010315&LutSiteCD=1),"C-102565,C-106009",7/5/2023,-118.24717,34.04117,POINT (-118.24717 34.04117)
4218007026,10-117553,DEL REY SQUARE SENIOR HOUSING,In-Service,NEW CONSTRUCTION,"11976 W Culver BLVD  Los Angeles, CA 90230",11,1,DEL REY,124,124,SENIORS,Yes,30,05/20/2011,"9,389,134","28,060,445",0,"37,449,579",2013,THOMAS SAFRAN & ASSOCIATES,THOMAS SAFRAN & ASSOCIATES,(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/10-117553/Photo/Website/10-117553.JPG),213,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117553&LutSiteCD=1),C-118852,7/5/2023,-118.41705,33.99539,POINT (-118.41705 33.99539)
5037017010,40067,ROYALS APARTMENTS (SITE 4),In-Service,REHAB,"3817 S WISCONSIN ST  Los Angeles, CA 90037",8,4,EXPOSITION PARK,10,115,FAMILY,No,0,05/06/2005,"1,100,000","13,039,479",0,"14,139,479",2006,"Preservation Partners Management Group, Inc.",PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6673,click here (http://hcidapp.lacity.org/mpphotos/040067/Photo/Website%20Site4/royalswisconsin3817wisconsin315072of5(PNG).png),49,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040067&LutSiteCD=4),C-108105,7/5/2023,-118.29319,34.01668,POINT (-118.29319 34.01668)
5586006016,15-122495,HCHC RECAP I,In-Service,ACQUISITION + REHAB,"1924 N ARGYLE AVE  Los Angeles, CA 90068",4,1,HOLLYWOOD HILLS,21,68,FAMILY,Yes,0,12/29/2015,0,"7,026,512","1,126,600","8,153,112",2017,"HOLLYWOOD COMMUNITY HOUSING CORP.,",BARKER MANAGEMENT INC.,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),57,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122495&LutSiteCD=1),"C-126917,C-130859,C-89399-1",7/5/2023,-118.32509,34.10601,POINT (-118.32509 34.10601)
5037009012,06-117222,WINDWARD APTS (A/B) (SITE 6),In-Service,REHAB,"1253 W 39TH ST  Los Angeles, CA 90037",8,6,EXPOSITION PARK,20,232,FAMILY,No,0,04/01/2006,0,"7,438,473","4,641,342","12,079,815",2007,1755 EFM 2,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117222&LutSiteCD=6),,7/5/2023,-118.29915,34.01563,POINT (-118.29915 34.01563)
6048021020,19-125943,WATTS WORKS,In-Service,NEW CONSTRUCTION,"9500 S COMPTON AVE  Los Angeles, CA 90002",15,1,WATTS,25,25,SPECIAL NEEDS,Yes,24,07/30/2020,"2,400,000","7,003,369",0,"9,403,369",2023,Decro Corporation,FPI MANAGEMENT,(916) 358-7299,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),80,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125943&LutSiteCD=1),C-135922,7/5/2023,-118.24597,33.9505,POINT (-118.24597 33.9505)
5502009900,18-124721,VERMONT CORRIDOR APARTMENTS (FKA 433 VERMONT APTS),In-Service,NEW CONSTRUCTION,"433 S VERMONT AVE  Los Angeles, CA 90020",10,1,WILSHIRE CENTER,72,72,SPECIAL NEEDS,Yes,36,03/27/2019,"8,700,000","46,078,297",0,"54,778,297",2023,Meta Housing Corporation,THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/18-124721/Photo/Website/433%20Vermont.JPG),394,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124721&LutSiteCD=1),C-132975,7/5/2023,-118.29186,34.06636,POINT (-118.29186 34.06636)
5445031903,11-117797,TAYLOR YARD APARTMENTS,In-Service,NEW CONSTRUCTION,"1311 N SAN FERNANDO ROAD  Los Angeles, CA 90065",1,1,ATWATER VILLAGE,68,68,FAMILY,No,0,02/22/2013,"6,199,789","11,514,000","3,500,000","21,213,789",2014,"MCCORMACK BARON & ASSOCIATES,",MCCORMACK BARON RAGAN MANAGEMENT,(213) 236-2694,click here (http://hcidapp.lacity.org/mpphotos/11-117797/Photo/Website/11-117797.jpg),205,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-117797&LutSiteCD=1),C-121807,7/5/2023,-118.23223,34.09591,POINT (-118.23223 34.09591)
2353013013,19-126531,NOHO 5050,Development,NEW CONSTRUCTION,"5050 N BAKMAN AVE  North Hollywood, CA 91601",2,1,NORTH HOLLYWOOD,40,40,SPECIAL NEEDS,Yes,32,10/21/2021,"3,493,523","7,313,159","13,314,212","24,120,894",Development,"Daylight Community Development, LLC",FPI MANAGEMENT,(916) 358-7299,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),168,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126531&LutSiteCD=1),C-139224,7/5/2023,-118.37727,34.16228,POINT (-118.37727 34.16228)
2206035034,20-127447,OATSIE'S PLACE (FKA SHERMAN WAY),Development,NEW CONSTRUCTION,"16015 W SHERMAN WAY  VAN NUYS, CA 91406",6,1,VAN NUYS,46,46,SPECIAL NEEDS,Yes,45,05/20/2021,"6,300,000","15,187,140",0,"21,487,140",Development,Decro Corporation,FPI,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=20-127447&LutSiteCD=1),C-138350,7/5/2023,-118.48213,34.20142,POINT (-118.48213 34.20142)
5049014013,05-117217,LEXINGTON APARTMENTS A/B (SITE 8),In-Service,REHAB,"2607 S MANSFIELD AVE  Los Angeles, CA 90016",10,8,ALSACE,0,251,FAMILY,No,0,12/28/2005,0,"6,771,719","10,247,566","17,019,285",2006,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117217&LutSiteCD=8),,7/5/2023,-118.35251,34.03212,POINT (-118.35251 34.03212)
2654021043,80003,COLUMBUS SQUARE,In-Service,REHAB,"8557 N COLUMBUS AVE  North Hills, CA 91343",6,1,NORTH HILLS,64,64,SENIORS,No,0,11/21/2008,"2,350,000","9,475,459",0,"11,825,459",2009,Columbus Preservation Limited Partnership,PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6673,click here (http://hcidapp.lacity.org/mpphotos/080003/Photo/Website/CD%207%20-%20Columbus%20Square.jpg),51,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080003&LutSiteCD=1),C-114823,7/5/2023,-118.46566,34.22663,POINT (-118.46566 34.22663)
5544021026,15-122495,HCHC RECAP I (SITE 2),In-Service,ACQUISITION + REHAB,"5425 W CARLTON WAY  HOLLYWOOD, CA 90027",13,2,HOLLYWOOD,24,68,FAMILY,Yes,0,12/29/2015,0,"7,026,512","1,126,600","8,153,112",2017,"HOLLYWOOD COMMUNITY HOUSING CORP.,",BARKER MANAGEMENT INC.,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),57,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122495&LutSiteCD=2),"C-126917,C-130859,C-89399-1",7/5/2023,-118.30776,34.10063,POINT (-118.30776 34.10063)
5141001036,80056,PARKVIEW ON THE PARK,In-Service,REHAB,"622 S ALVARADO ST  Los Angeles, CA 90057",1,1,WESTLAKE,80,80,SPECIAL NEEDS,Yes,40,07/22/2010,"6,000,000","15,159,034",0,"21,159,034",2011,"LOS ANGELES HOUSING PARTNERSHIP,",AFFORDABLE COMMUNITIES/SOCAL,(714) 641-5110 x418,click here (http://hcidapp.lacity.org/mpphotos/080056/Photo/Website/080056%2009-05-2008.jpg),158,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080056&LutSiteCD=1),C-117633,7/5/2023,-118.27516,34.05877,POINT (-118.27516 34.05877)
5114014031,14-121652,FLORENCE MILLS (SITE 6),In-Service,NEW CONSTRUCTION,"1047 E MARTIN LUTHER KING BLVD  LOS ANGELES, CA 90011",9,6,CENTRAL,0,74,SPECIAL NEEDS,Yes,0,12/17/2018,"9,389,115.63","36,081,992",0,"45,471,107.63",2021,Hollywood Community Housing Corporation,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),226,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121652&LutSiteCD=6),C-129358,7/5/2023,-118.25724,34.01115,POINT (-118.25724 34.01115)
2654020034,19-126541,MY ANGEL (FKA THE ANGEL),Development,NEW CONSTRUCTION,"8547 N SEPULVEDA BLVD  North Hills, CA 91343",6,1,NORTH HILLS,54,54,SPECIAL NEEDS,Yes,53,02/16/2022,"5,565,000",0,0,"5,565,000",Development,LA Family Housing,BARKER MANAGEMENT INC.,(714) 920-1125,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),280,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126541&LutSiteCD=1),C-139903,7/5/2023,-118.46799,34.22591,POINT (-118.46799 34.22591)
2217009015,50055,HFL VANOWEN APARTMENTS,In-Service,NEW CONSTRUCTION,"14419 W VANOWEN ST  VAN NUYS, CA 91405",6,1,VAN NUYS,25,25,SPECIAL NEEDS,Yes,24,09/25/2007,"1,225,000","5,917,180",0,"7,142,180",2009,"HFL VANOWEN APARTMENTS,",CARING HOUSING MINISTRIES,(626) 300-2447,click here (http://hcidapp.lacity.org/mpphotos/050055/Photo/Website/CD%206%20-%20HFL%20Vanowen%20Apts.jpg),42,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=050055&LutSiteCD=1),C-112411,7/5/2023,-118.44719,34.19407,POINT (-118.44719 34.19407)
5108022001,13-120913,ONE WILKINS PLACE (RECAP),In-Service,ACQUISITION + REHAB,"1071 E 48th ST  Los Angeles, CA 90011",9,1,VERNON CENTRAL,17,17,FAMILY,No,0,02/20/2015,0,"3,657,261","1,174,874","4,832,135",2016,"CP Preservation Housing, LLC",CONCERNED CITIZENS OF SOUTH CENTRAL LOS ANGELES,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),17,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-120913&LutSiteCD=1),C-85834,7/5/2023,-118.25697,34.00066,POINT (-118.25697 34.00066)
5191012020,12-118877,BESWICK SENIOR APARTMENTS,In-Service,NEW CONSTRUCTION,"3553 E BESWICK ST  Los Angeles, CA 90023",14,1,BOYLE HEIGHTS,33,33,SENIORS,Yes,33,04/02/2013,"2,374,632","9,212,897",0,"11,587,529",2014,East LA Community Corporation,THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/12-118877/Photo/Website/beswick%20sr%20png.png),93,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118877&LutSiteCD=1),C-121979,7/5/2023,-118.19931,34.02223,POINT (-118.19931 34.02223)
2129035082,10-117639,SHERMAN VILLAGE,In-Service,NEW CONSTRUCTION,"7135 N WILBUR AVE  Reseda, CA 91335",3,1,RESEDA,73,73,FAMILY,No,0,03/11/2011,"2,495,405","23,873,005",0,"26,368,410",2012,"Sherman Village Apartments, LP",SOLARI I ENTERPRISES INC.,(714) 282-2520 x211,click here (http://hcidapp.lacity.org/mpphotos/10-117639/Photo/Website/10-117639.JPG),187,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117639&LutSiteCD=1),C-118599,7/5/2023,-118.54502,34.20032,POINT (-118.54502 34.20032)
5174013905,14-121628,SANTA CECILIA APARTMENTS,In-Service,NEW CONSTRUCTION,"117 S BOYLE AVE  Los Angeles, CA 90033",14,1,WHOLESALE DISTRICT,80,80,FAMILY,No,0,03/19/2015,"2,231,389","30,346,705",0,"32,578,094",2016,"McCormack Baron Salzar, Inc.","MCCORMACK BARON RAGAN MANAGEMENT SERVICES, INC.",(213) 236-2694,click here (http://hcidapp.lacity.org/mpphotos/14-121628/Photo/Website/P2010029.png),287,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121628&LutSiteCD=1),C-125417,7/5/2023,-118.22011,34.04704,POINT (-118.22011 34.04704)
2328014046,30115,HFL VAN NUYS APARTMENTS,In-Service,NEW CONSTRUCTION,"13457 W VANOWEN ST  Van Nuys, CA 91405",2,1,VALLEY GLEN,15,15,SPECIAL NEEDS,Yes,14,09/28/2004,"975,900","2,688,221",0,"3,664,121",2006,N/A,CARING HOUSING MINISTRIES,(626) 300-2447,click here (http://hcidapp.lacity.org/mpphotos/030115/Photo/Website/CD%202%20-%20HFL%20Van%20Nuys.jpg),20,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030115&LutSiteCD=1),C-107419,7/5/2023,-118.42638,34.19408,POINT (-118.42638 34.19408)
5037019051,30160,VERMONT SENIORS BY CRA,In-Service,NEW CONSTRUCTION,"3901 S VERMONT AVE  Los Angeles, CA 90037",8,1,EXPOSITION PARK,140,140,SENIORS,No,0,05/05/2003,"3,600,000","21,500,872",0,"25,100,872",2009,"COMMUNITY REDEVELOPMENT AGENCY, LA",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/030160/Photo/Website/CD%208%20-%20Vermont%20Sr.%20I%20&%20%20II%20-%20030160.png),204,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030160&LutSiteCD=1),,7/5/2023,-118.2918,34.01534,POINT (-118.2918 34.01534)
5442003016,07-117233,HDR I & II (SITE 7),In-Service,REHAB,"2747 N NEWELL ST  Los Angeles, CA 90039",13,7,ELYSIAN VALLEY,16,125,FAMILY,No,0,07/01/2007,0,"8,116,043","6,787,000","14,903,043",2008,"Spruce DEV LA, LLC",PK MANAGEMENT,(216) 472-1870,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117233&LutSiteCD=7),,7/5/2023,-118.24507,34.10088,POINT (-118.24507 34.10088)
5153028014,21-128639,MIRAMAR GOLD,Development,NEW CONSTRUCTION,1434 W MIRAMAR ST CA 90026,1,1,TEMPLE-BEAUDRY,94,94,FAMILY,Yes,47,10/11/2022,"13,806,150","39,514,776",0,"53,320,926",Development,West Hollywood Community Housing Corporation,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=21-128639&LutSiteCD=1),C-141499,7/5/2023,-118.26217,34.05975,POINT (-118.26217 34.05975)
2314008041,15-122539,ARMINTA SQUARE,In-Service,NEW CONSTRUCTION,"11050 W ARMINTA ST  Sun Valley, CA 91352",6,1,SUN VALLEY,110,110,FAMILY,Yes,45,09/26/2019,0,"53,267,581",0,"53,267,581",2021,Meta Housing Corporation,THE JOHN STEWART COMPANY,(213) 787-2710,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122539&LutSiteCD=1),,7/5/2023,-118.37214,34.21377,POINT (-118.37214 34.21377)
5149037010,12-118785,ROSSLYN HOTEL APARTMENTS,In-Service,REHAB,"112 W 5TH ST  Los Angeles, CA 90013",14,1,DOWNTOWN,264,264,SPECIAL NEEDS,Yes,262,11/29/2012,"8,138,435","27,382,725",0,"35,521,160",2014,Single Room Occupancy Housing Corporation,SINGLE ROOM OCCUPANCY HOUSING CORPORATION,(213) 229-9640 x22,click here (http://hcidapp.lacity.org/mpphotos/12-118785/Photo/Website/12-118785.jpg),176,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118785&LutSiteCD=1),C-121502,7/5/2023,-118.24902,34.04687,POINT (-118.24902 34.04687)
5050012014,05-117193,LEEWARD APTS. (SITE 8),In-Service,REHAB,"2828 S WEST BLVD  Los Angeles, CA 90016",10,8,CRENSHAW DISTRICT,0,257,FAMILY,No,0,05/02/2005,0,"7,103,994","10,208,936","17,312,930",2006,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117193&LutSiteCD=8),,7/5/2023,-118.34156,34.03015,POINT (-118.34156 34.03015)
5148024026,17-124264,FLOR 401 LOFTS,In-Service,NEW CONSTRUCTION,"401 E 7TH ST  Los Angeles, CA 90014",14,1,WHOLESALE DISTRICT,99,99,SPECIAL NEEDS,Yes,49,12/04/2018,"12,981,892","37,707,018","4,970,000","55,658,910",2020,Skid Row Housing Trust,SRHT PROPERTY MANAGEMENT COMPANY,(213) 683-0522 x127,click here (http://hcidapp.lacity.org/mpphotos/17-124264/Photo/Website/Flor%20401%20Lofts%206-29-15.JPG),334,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=17-124264&LutSiteCD=1),"C-132475,C-132476",7/5/2023,-118.24802,34.04226,POINT (-118.24802 34.04226)
6038001020,70172,TWO WORLD APARTMENTS (SITE 2),In-Service,REHAB,"8640 S DENVER AVE 1-8  Los Angeles, CA 90044",8,2,VERMONT VISTA,0,96,SENIORS,No,0,02/11/2008,"3,225,000","17,094,146",0,"20,319,146",2008,"TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/070172/Photo/Website%20Site2/Two%20Worlds%20%208640%20S.%20Denver%20-%20070172.png),99,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070172&LutSiteCD=2),C-113107,7/5/2023,-118.28373,33.95894,POINT (-118.28373 33.95894)
5076018023,15-123418,WESTMORE ELDEN ELMS PH2,In-Service,NEW CONSTRUCTION,"1255 S ELDEN AVE  Los Angeles, CA 90006",1,1,PICO-UNION,93,93,FAMILY,Yes,15,03/06/2019,0,"46,852,813",0,"46,852,813",2021,West Hollywood Community Housing Corporation,JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-123418&LutSiteCD=1),,7/5/2023,-118.2879,34.04805,POINT (-118.2879 34.04805)
